"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"18825","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","110504","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2026-09-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18826","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","109851","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2026-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18827","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","109354","0000000134","Onde OFB","2","Ecoulement non visible",1.645261151,43.963129278,2026-08-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18828","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","108926","0000000134","Onde OFB","3","Assec",1.645261151,43.963129278,2026-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18829","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","108154","0000000134","Onde OFB","2","Ecoulement non visible",1.645261151,43.963129278,2026-07-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18830","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","107763","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2026-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18831","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","107250","0000000134","Onde OFB",NA,"Donnée manquante",1.645261151,43.963129278,2026-06-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18832","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","106658","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2026-05-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"18833","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","105054","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-10-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18834","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","104201","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18835","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","103600","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2025-09-12,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18836","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","103501","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2025-08-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18837","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","102850","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2025-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18838","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","102350","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2025-08-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18839","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","101802","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18840","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","101401","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-07-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18841","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","100710","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18842","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","99659","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2025-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"18843","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98812","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18844","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98644","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-08-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18845","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98623","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-08-12,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18846","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98533","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18847","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98412","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-07-08,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18848","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98323","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18849","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98213","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2024-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"18850","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98106","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-11-24,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18851","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98043","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18852","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","98026","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2023-10-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18853","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97930","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2023-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18854","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97858","0000000134","Onde OFB","3","Assec",1.645261151,43.963129278,2023-09-11,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18855","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97773","0000000134","Onde OFB","3","Assec",1.645261151,43.963129278,2023-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18856","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97726","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2023-08-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18857","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97637","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18858","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97521","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-06-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18859","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97422","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18860","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97161","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2023-03-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18861","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","97092","0000000134","Onde OFB","1","Ecoulement visible",1.645261151,43.963129278,2023-03-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"18862","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96972","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2022-11-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18863","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96896","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2022-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18864","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96805","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2022-09-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18865","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96723","0000000134","Onde OFB","2","Ecoulement non visible",1.645261151,43.963129278,2022-09-12,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18866","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96654","0000000134","Onde OFB","3","Assec",1.645261151,43.963129278,2022-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18867","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96551","0000000134","Onde OFB","3","Assec",1.645261151,43.963129278,2022-08-07,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18868","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96434","0000000134","Onde OFB","2","Ecoulement non visible",1.645261151,43.963129278,2022-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18869","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96377","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2022-07-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18870","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96295","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2022-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18871","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96250","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2022-06-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18872","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96170","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2022-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"18873","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","96017","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2021-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18874","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95927","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2021-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18875","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95773","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2021-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18876","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95703","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2021-07-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18877","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95532","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2021-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18878","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95483","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2021-05-29,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"18879","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95259","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2020-10-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18880","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","95131","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2020-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18881","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","94941","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2020-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18882","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","94790","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2020-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18883","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","94665","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2020-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18884","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","94473","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2020-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"18885","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","91301","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2019-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18886","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","90640","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2019-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18887","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","89408","0000000134","Onde OFB","2","Ecoulement non visible",1.645261151,43.963129278,2019-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18888","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","88212","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2019-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18889","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","87362","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2019-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18890","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","86750","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2019-05-02,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"18891","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","84702","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2018-10-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18892","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","83604","0000000134","Onde OFB","1f","Ecoulement visible faible",1.645261151,43.963129278,2018-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18893","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","82454","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2018-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18894","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","81409","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2018-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18895","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","80250","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2018-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18896","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","79404","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2018-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"18897","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","78550","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2017-12-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"18898","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","77905","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2017-11-23,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"18899","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","77100","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2017-10-21,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"18900","O4970001","Le Tescounet à la Sauzière-Saint-Jean","81","Tarn","81279","LA SAUZIERE-SAINT-JEAN","76","Occitanie","05","Adour-Garonne","O4970500","Le Tescounet","76150","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.645261151,43.963129278,2017-09-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
